,0,1,2,3,4,5,6,7,8
156,Orbital Infrastructure Group Inc,OIGBQ.PK,"30-Mar-2021, 21:18",30-Mar-2021,31-Dec-2020,"Orbital Energy Group, Inc. 10-K",US,Electric Utilities (NEC),21783726
157,Entergy Texas Restoration Funding LLC,—,"30-Mar-2021, 04:12",29-Mar-2021,31-Dec-2020,"Entergy Texas Restoration Funding, LLC 10-K",US,Electric Utilities (NEC),21781348
158,Entergy New Orleans Storm Recovery Funding I LLC,—,"30-Mar-2021, 04:10",29-Mar-2021,31-Dec-2020,"Entergy New Orleans Storm Recovery Funding I, L.L.C. 10-K",US,Electric Utilities (NEC),21781312
159,Entergy Gulf States Reconstruction Funding I LLC,—,"30-Mar-2021, 04:03",29-Mar-2021,31-Dec-2020,"Entergy Gulf States Reconstruction Funding I, LLC 10-K",US,Electric Utilities (NEC),21781269
160,AEP Texas Restoration Funding LLC,—,"27-Mar-2021, 06:02",26-Mar-2021,31-Dec-2020,AEP Texas Restoration Funding LLC 10-K,US,Electric Utilities (NEC),21778302
161,PSNH Funding 3 LLC,—,"27-Mar-2021, 05:31",26-Mar-2021,31-Dec-2020,PSNH FUNDING LLC 3 10-K,US,Corporate Financial Services (NEC),21777830
162,CenterPoint Energy Transition Bond IV Co LLC,—,"26-Mar-2021, 08:08",25-Mar-2021,31-Dec-2020,"CenterPoint Energy Transition Bond Co IV, LLC 10-K",US,Electric Utilities (NEC),21772821
163,Greenbacker Renewable Energy Company LLC,—,"25-Mar-2021, 02:00",24-Mar-2021,31-Dec-2020,Greenbacker Renewable Energy Co LLC 10-K,US,Electric Utilities (NEC),21767539
164,Oglethorpe Power Corp,—,"20-Mar-2021, 06:26",19-Mar-2021,31-Dec-2020,OGLETHORPE POWER CORP 10-K,US,Electric Utilities (NEC),21759156
165,Consumers 2014 Securitization Funding LLC,—,"10-Mar-2021, 04:19",09-Mar-2021,31-Dec-2020,Consumers 2014 Securitization Funding LLC 10-K,US,—,21725225
166,Tri-State Generation and Transmission Association Inc,—,"06-Mar-2021, 00:32",05-Mar-2021,31-Dec-2020,"Tri-State Generation&Transmission Association, Inc. 10-K",US,Electric Utilities (NEC),21716981
167,Via Renewables Inc,VIA.OQ,"05-Mar-2021, 02:35",04-Mar-2021,31-Dec-2020,"Spark Energy, Inc. 10-K",US,Electric Utilities (NEC),21713163
168,Cleco Corporate Holdings LLC,CNL.N^D16,"04-Mar-2021, 07:15",03-Mar-2021,31-Dec-2020,Cleco Corporate Holdings LLC 10-K,US,Electric Utilities (NEC),21710336
169,NRG Energy Inc,NRG.N,"02-Mar-2021, 06:34",01-Mar-2021,31-Dec-2020,"NRG ENERGY, INC. 10-K",US,Electric Utilities (NEC),21698234
170,PNM Resources Inc,PNM.N,"02-Mar-2021, 06:29",01-Mar-2021,31-Dec-2020,PNM RESOURCES INC 10-K,US,Electric Utilities (NEC),21697963
171,Avangrid Inc,AGR.N,"02-Mar-2021, 06:11",01-Mar-2021,31-Dec-2020,"Avangrid, Inc. 10-K",US,Electric Utilities (NEC),21697672
172,Berkshire Hathaway Energy Co,—,"02-Mar-2021, 00:40",01-Mar-2021,31-Dec-2020,BERKSHIRE HATHAWAY ENERGY CO 10-K,US,Electric Utilities (NEC),21692764
173,Clearway Energy LLC,—,"02-Mar-2021, 00:13",01-Mar-2021,31-Dec-2020,Clearway Energy LLC 10-K,US,Electric Utilities (NEC),21695046
174,Hawaiian Electric Company Inc,HAWLI.PK,"27-Feb-2021, 05:02",26-Feb-2021,31-Dec-2020,HAWAIIAN ELECTRIC INDUSTRIES INC 10-K,US,Electric Utilities (NEC),21687627
175,Entergy Arkansas LLC,EGRKM.PK^K18,"27-Feb-2021, 02:48",26-Feb-2021,31-Dec-2020,ENTERGY CORP /DE/ 10-K,US,Electric Utilities (NEC),21686108
176,Vistra Corp,VST.N,"26-Feb-2021, 21:50",26-Feb-2021,31-Dec-2020,Vistra Corp. 10-K,US,Electric Utilities (NEC),21683819
177,Evergy Inc,EVRG.OQ,"26-Feb-2021, 20:40",26-Feb-2021,31-Dec-2020,"Evergy, Inc. 10-K",US,Electric Utilities (NEC),21683620
178,Puget Energy Inc,PSD.N^B09,"26-Feb-2021, 20:35",26-Feb-2021,31-Dec-2020,PUGET ENERGY INC /WA 10-K,US,Electric Utilities (NEC),21682909
179,OGE Energy Corp,OGE.N,"20-Oct-2021, 22:34",25-Feb-2021,31-Dec-2020,OGE ENERGY CORP. 10-K,US,Electric Utilities (NEC),21675541
180,,VST.N,,,,,,,
181,Evergy Inc,EVRG.OQ,"26-Feb-2021, 20:40",26-Feb-2021,31-Dec-2020,"Evergy, Inc. 10-K",US,Electric Utilities (NEC),21683620
182,Puget Energy Inc,PSD.N^B09,"26-Feb-2021, 20:35",26-Feb-2021,31-Dec-2020,PUGET ENERGY INC /WA 10-K,US,Electric Utilities (NEC),21682909
183,OGE Energy Corp,OGE.N,"20-Oct-2021, 22:34",25-Feb-2021,31-Dec-2020,OGE ENERGY CORP. 10-K,US,Electric Utilities (NEC),21675541
184,San Diego Gas & Electric Co,SDO_ph.A^J13,"26-Feb-2021, 07:33",25-Feb-2021,31-Dec-2020,SEMPRA ENERGY 10-K,US,Electric Utilities (NEC),21681374
185,Oncor Electric Delivery Company LLC,—,"26-Feb-2021, 07:23",25-Feb-2021,31-Dec-2020,ONCOR ELECTRIC DELIVERY CO LLC 10-K,US,Electric Utilities (NEC),21681647
186,Edison International,EIX.N,"26-Feb-2021, 06:16",25-Feb-2021,31-Dec-2020,EDISON INTERNATIONAL 10-K,US,Electric Utilities (NEC),21680423
187,Duke Energy Carolinas LLC,—,"26-Feb-2021, 04:56",25-Feb-2021,31-Dec-2020,Duke Energy CORP 10-K,US,Electric Utilities (NEC),21679574
188,Wisconsin Public Service Corp,WIPSI.PK^K15,"26-Feb-2021, 02:52",25-Feb-2021,31-Dec-2020,WISCONSIN PUBLIC SERVICE CORP 10-K,US,Electric Utilities (NEC),21678472
189,Wisconsin Electric Power Co,WELPP.PK,"26-Feb-2021, 02:39",25-Feb-2021,31-Dec-2020,WISCONSIN ELECTRIC POWER CO 10-K,US,Electric Utilities (NEC),21678413
190,WEC Energy Group Inc,WEC.N,"26-Feb-2021, 02:25",25-Feb-2021,31-Dec-2020,"WEC ENERGY GROUP, INC. 10-K",US,Electric Utilities (NEC),21678288
191,AEP Texas Inc,—,"25-Feb-2021, 22:38",25-Feb-2021,31-Dec-2020,AMERICAN ELECTRIC POWER CO INC 10-K,US,Electric Utilities (NEC),21676559
192,PG&E Corp,PCG.N,"25-Feb-2021, 22:35",25-Feb-2021,31-Dec-2020,PG&E Corp 10-K,US,Electric Utilities (NEC),21676565
193,Dominion Energy South Carolina Inc,SCG_p.N^L09,"25-Feb-2021, 22:33",25-Feb-2021,31-Dec-2020,"DOMINION ENERGY SOUTH CAROLINA, INC. 10-K",US,Electric Utilities (NEC),21676568
194,Dominion Energy Inc,D.N,"25-Feb-2021, 22:26",25-Feb-2021,31-Dec-2020,"DOMINION ENERGY, INC 10-K",US,Electric Utilities (NEC),21676541
195,CenterPoint Energy Inc,CNP.N,"25-Feb-2021, 20:22",25-Feb-2021,31-Dec-2020,CENTERPOINT ENERGY INC 10-K,US,Multiline Utilities,21676290
196,AES Corp,AES.N,"25-Feb-2021, 20:17",25-Feb-2021,31-Dec-2020,AES CORP 10-K,US,Electric Utilities (NEC),21675495
197,OGE Energy Corp,OGE.N,"25-Feb-2021, 20:17",25-Feb-2021,31-Dec-2020,OGE ENERGY CORP. 10-K,US,Electric Utilities (NEC),21675542
198,Ipalco Enterprises Inc,IPL.N^C01,"25-Feb-2021, 20:15",25-Feb-2021,31-Dec-2020,"IPALCO ENTERPRISES, INC. 10-K",US,Electric Utilities (NEC),21675571
199,DPL Inc,DPL.N^K11,"25-Feb-2021, 20:13",25-Feb-2021,31-Dec-2020,DPL INC 10-K,US,Electric Utilities (NEC),21675546
200,Arizona Public Service Co,AZD.N^A00,"24-Feb-2021, 22:37",24-Feb-2021,31-Dec-2020,PINNACLE WEST CAPITAL CORP 10-K,US,Electric Utilities (NEC),21668677
201,Ameren Corp,AEE.N,"23-Feb-2021, 07:27",22-Feb-2021,31-Dec-2020,AMEREN CORP 10-K,US,Multiline Utilities,21661514
202,Otter Tail Corp,OTTR.OQ,"20-Feb-2021, 05:30",19-Feb-2021,31-Dec-2020,Otter Tail Corp 10-K,US,Electric Utilities (NEC),21655067
203,Alliant Energy Corp,LNT.OQ,"20-Feb-2021, 04:36",19-Feb-2021,31-Dec-2020,ALLIANT ENERGY CORP 10-K,US,Electric Utilities (NEC),21654587
204,DTE Electric Co,—,"20-Feb-2021, 03:45",19-Feb-2021,31-Dec-2020,DTE ENERGY CO 10-K,US,Electric Utilities (NEC),21654063
205,Portland General Electric Co,POR.N,"19-Feb-2021, 20:07",19-Feb-2021,31-Dec-2020,PORTLAND GENERAL ELECTRIC CO /OR/ 10-K,US,Electric Utilities (NEC),21651411
206,Consolidated Edison Company of New York Inc,CEDNM.PK^E12,"19-Feb-2021, 06:49",18-Feb-2021,31-Dec-2020,CONSOLIDATED EDISON INC 10-K,US,Multiline Utilities,21650181
207,Kentucky Utilities Co,KUTLP.PK^J05,"19-Feb-2021, 03:58",18-Feb-2021,31-Dec-2020,PPL Corp 10-K,US,Electric Utilities (NEC),21648831
208,Idacorp Inc,IDA.N,"18-Feb-2021, 22:09",18-Feb-2021,31-Dec-2020,IDACORP INC 10-K,US,Electric Utilities (NEC),21647705
209,FirstEnergy Corp,FE.N,"18-Feb-2021, 20:54",18-Feb-2021,31-Dec-2020,FIRSTENERGY CORP 10-K,US,Electric Utilities (NEC),21647625
210,Alabama Power Co,ALP_pq.N^J22,"18-Feb-2021, 20:10",18-Feb-2021,31-Dec-2020,SOUTHERN CO 10-K,US,Electric Utilities (NEC),21646497
211,Connecticut Light and Power Co,CNLPL.PK,"18-Feb-2021, 07:36",17-Feb-2021,31-Dec-2020,EVERSOURCE ENERGY 10-K,US,Electric Utilities (NEC),21646372
212,Public Service Company of Colorado,—,"18-Feb-2021, 06:20",17-Feb-2021,31-Dec-2020,PUBLIC SERVICE CO OF COLORADO 10-K,US,Electric Utilities (NEC),21644836
213,Northern States Power Co,—,"18-Feb-2021, 06:18",17-Feb-2021,31-Dec-2020,NORTHERN STATES POWER CO 10-K,US,Electric Utilities (NEC),21644767
214,Northern States Power Co (Wisconsin),—,"18-Feb-2021, 06:18",17-Feb-2021,31-Dec-2020,NORTHERN STATES POWER CO /WI/ 10-K,US,Electric Utilities (NEC),21644766
215,Southwestern Public Service Co,SPS.N^H97,"18-Feb-2021, 06:18",17-Feb-2021,31-Dec-2020,SOUTHWESTERN PUBLIC SERVICE CO 10-K,US,Electric Utilities (NEC),21644765
216,Xcel Energy Inc,XEL.OQ,"18-Feb-2021, 05:21",17-Feb-2021,31-Dec-2020,XCEL ENERGY INC 10-K,US,Electric Utilities (NEC),21644284
217,ALLETE Inc,ALE.N,"17-Feb-2021, 20:21",17-Feb-2021,31-Dec-2020,ALLETE INC 10-K,US,Electric Utilities (NEC),21641594
218,Nextera Energy Partners LP,NEP.N,"17-Feb-2021, 07:37",16-Feb-2021,31-Dec-2020,"NextEra Energy Partners, LP 10-K",US,Electric Utilities (NEC),21641007
219,Tampa Electric Co,TAECM.PK^L04,"16-Feb-2021, 21:01",16-Feb-2021,31-Dec-2020,TAMPA ELECTRIC CO 10-K,US,Electric Utilities (NEC),21631857
220,Florida Power & Light Co,ELB.N^L03,"13-Feb-2021, 06:16",12-Feb-2021,31-Dec-2020,NEXTERA ENERGY INC 10-K,US,Electric Utilities (NEC),21627282
221,Tucson Electric Power Co,—,"12-Feb-2021, 21:22",12-Feb-2021,31-Dec-2020,TUCSON ELECTRIC POWER CO 10-K,US,Electric Utilities (NEC),21622705
222,ITC Holdings Corp,ITC.N^J16,"12-Feb-2021, 20:29",12-Feb-2021,31-Dec-2020,ITC Holdings Corp. 10-K,US,Electric Utilities (NEC),21622576
223,CMS Energy Corp,CMS.N,"11-Feb-2021, 22:26",11-Feb-2021,31-Dec-2020,CMS ENERGY CORP 10-K,US,Multiline Utilities,21616853
224,Renewable Innovations Inc,REII.PK,"02-Feb-2021, 05:21",01-Feb-2021,30-Nov-2020,Nestbuilder.com Corp. 10-K,US,Electric Utilities (NEC),21576490
225,Tennessee Valley Authority,TVC.N,"17-Nov-2020, 20:30",17-Nov-2020,30-Sep-2020,Tennessee Valley Authority 10-K,US,Electric Utilities (NEC),201318654
226,Orbital Infrastructure Group Inc,OIGBQ.PK,"31-Mar-2020, 06:17",30-Mar-2020,31-Dec-2019,"ANNUAL REPORT UNDER SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20758222
227,Summer Energy Holdings Inc,SUME.PK,"28-Mar-2020, 06:32",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(D) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20753094
228,Duke Energy Florida LLC,FLPWP.PK^C13,"28-Mar-2020, 06:14",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20752823
229,PSNH Funding 3 LLC,—,"28-Mar-2020, 05:04",27-Mar-2020,31-Dec-2019,"ANNUALREPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscalyear ended December 31, 2019",US,Corporate Financial Services (NEC),20751766
230,AEP Texas Restoration Funding LLC,—,"28-Mar-2020, 03:17",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 for the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20750672
231,AEP Texas Central Transition Funding II LLC,—,"28-Mar-2020, 02:59",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 for the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20750545
232,Entergy Gulf States Reconstruction Funding I LLC,—,"28-Mar-2020, 01:10",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20749165
233,Entergy Texas Restoration Funding LLC,—,"28-Mar-2020, 01:05",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20749123
234,Entergy New Orleans Storm Recovery Funding I LLC,—,"28-Mar-2020, 00:58",27-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20749108
235,Cei Funding LLC,—,"27-Mar-2020, 07:05",26-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,—,20746944
236,CenterPoint Energy Transition Bond IV Co LLC,—,"26-Mar-2020, 05:33",25-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20742497
237,Oglethorpe Power Corp,—,"23-Mar-2020, 19:08",23-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20733087
238,Chugach Electric Association Inc,—,"21-Mar-2020, 04:59",20-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 201 9",US,Electric Utilities (NEC),20731930
239,Pineapple Energy Inc,PEGY.OQ,"18-Mar-2020, 02:17",17-Mar-2020,31-Dec-2019,"ANNUALREPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20720251
240,Greenbacker Renewable Energy Company LLC,—,"16-Mar-2020, 19:07",16-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20714398
241,Tri-State Generation and Transmission Association Inc,—,"13-Mar-2020, 04:21",12-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20708519
242,Consumers 2014 Securitization Funding LLC,—,"11-Mar-2020, 23:12",11-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,—,20704201
243,Via Renewables Inc,VIA.OQ,"06-Mar-2020, 00:54",05-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20689953
244,Cleco Corporate Holdings LLC,CNL.N^D16,"04-Mar-2020, 07:28",03-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20683856
245,Avangrid Inc,AGR.N,"03-Mar-2020, 07:00",02-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20677186
246,PNM Resources Inc,PNM.N,"03-Mar-2020, 06:40",02-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20677011
247,Clearway Energy LLC,—,"03-Mar-2020, 02:24",02-Mar-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year ended December 31, 2019",US,Electric Utilities (NEC),20675606
248,Evergy Inc,EVRG.OQ,"02-Mar-2020, 22:00",02-Mar-2020,31-Dec-2019,"Evergy, Inc. 10-K",US,Electric Utilities (NEC),20674161
249,Ameren Corp,AEE.N,"29-Feb-2020, 08:19",28-Feb-2020,31-Dec-2019,"Annual report pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934for the fiscal year endedDecember 31, 2019",US,Multiline Utilities,20672703
250,Hawaiian Electric Company Inc,HAWLI.PK,"29-Feb-2020, 05:33",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20669313
251,Vistra Corp,VST.N,"28-Feb-2020, 23:20",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2019",US,Electric Utilities (NEC),20665913
252,Dominion Energy South Carolina Inc,SCG_p.N^L09,"28-Feb-2020, 23:20",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934For the fiscal year endedDecember 31,2019",US,Electric Utilities (NEC),20665917
253,Dominion Energy Inc,D.N,"28-Feb-2020, 23:04",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934For the fiscal year endedDecember 31, 2019",US,Electric Utilities (NEC),20665850
254,DPL Inc,DPL.N^K11,"28-Feb-2020, 20:53",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20664441
255,Ipalco Enterprises Inc,IPL.N^C01,"28-Feb-2020, 20:48",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20664439
256,AES Corp,AES.N,"28-Feb-2020, 20:15",28-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2019",US,Electric Utilities (NEC),20664389
257,NRG Energy Inc,NRG.N,"28-Feb-2020, 07:44",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year ended December 31, 2019",US,Electric Utilities (NEC),20663296
258,Edison International,EIX.N,"28-Feb-2020, 07:03",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20662183
259,Oncor Electric Delivery Company LLC,—,"28-Feb-2020, 06:41",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2019",US,Electric Utilities (NEC),20661732
260,,SDO_ph.A^J13,,,,,,,
261,Wisconsin Public Service Corp,WIPSI.PK^K15,"28-Feb-2020, 02:13",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20659845
262,Wisconsin Electric Power Co,WELPP.PK,"28-Feb-2020, 01:55",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20659725
263,WEC Energy Group Inc,WEC.N,"28-Feb-2020, 01:38",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20659490
264,CenterPoint Energy Inc,CNP.N,"27-Feb-2020, 20:45",27-Feb-2020,31-Dec-2019,CENTERPOINT ENERGY INC 10-K,US,Multiline Utilities,20658383
265,OGE Energy Corp,OGE.N,"27-Feb-2020, 20:33",27-Feb-2020,31-Dec-2019,OGE ENERGY CORP. 10-K,US,Electric Utilities (NEC),20657588
266,Connecticut Light and Power Co,CNLPL.PK,"27-Feb-2020, 20:28",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20657752
267,El Paso Electric Co,EE.N^G20,"27-Feb-2020, 20:23",27-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934For the fiscal year endedDecember 31, 2019",US,Electric Utilities (NEC),20658215
268,MGE Energy Inc,MGEE.OQ,"27-Feb-2020, 20:19",27-Feb-2020,31-Dec-2019,MGE ENERGY INC 10-K,US,Electric Utilities (NEC),20657954
269,Calpine Corp,CPN.N^C18,"25-Feb-2020, 20:05",25-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20646951
270,Berkshire Hathaway Energy Co,—,"24-Feb-2020, 20:10",24-Feb-2020,31-Dec-2019,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20641923
271,Puget Energy Inc,PSD.N^B09,"22-Feb-2020, 07:00",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20640855
272,Public Service Company of Colorado,—,"22-Feb-2020, 06:14",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20640139
273,Northern States Power Co,—,"22-Feb-2020, 06:08",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20640016
274,Northern States Power Co (Wisconsin),—,"22-Feb-2020, 06:07",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20640019
275,Southwestern Public Service Co,SPS.N^H97,"22-Feb-2020, 06:06",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20640008
276,Xcel Energy Inc,XEL.OQ,"22-Feb-2020, 05:38",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20639617
277,Alliant Energy Corp,LNT.OQ,"22-Feb-2020, 04:22",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2019",US,Electric Utilities (NEC),20638937
278,Entergy Arkansas LLC,EGRKM.PK^K18,"22-Feb-2020, 03:01",21-Feb-2020,31-Dec-2019,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2019",US,Electric Utilities (NEC),20638324
279,Arizona Public Service Co,AZD.N^A00,"21-Feb-2020, 22:40",21-Feb-2020,31-Dec-2019,PINNACLE WEST CAPITAL CORP 10-K,US,Electric Utilities (NEC),20637470
280,,CEDNM.PK^E12,,,,,,,
281,Otter Tail Corp,OTTR.OQ,"21-Feb-2020, 06:15",20-Feb-2020,31-Dec-2019,"Annual Report pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934For the fiscal year endedDecember 31, 2019",US,Electric Utilities (NEC),20635163
