,0,1,2,3,4
390,—,31-Dec-2017,US,Electric Utilities (NEC),18715818
391,AGR.N,31-Dec-2017,US,Electric Utilities (NEC),18713321
392,—,31-Dec-2017,US,Electric Utilities (NEC),18709974
393,—,31-Dec-2017,US,Electric Utilities (NEC),18706092
394,—,31-Dec-2017,US,Electric Utilities (NEC),18706075
395,—,31-Dec-2017,US,Electric Utilities (NEC),18706072
396,—,31-Dec-2017,US,Electric Utilities (NEC),18703201
397,ORA.N,31-Dec-2017,US,Alternative Electric Utilities,18695139
398,OIGBQ.PK,31-Dec-2017,US,Electric Utilities (NEC),18688266
399,VIA.OQ,31-Dec-2017,US,Electric Utilities (NEC),18678770
400,—,31-Dec-2017,US,Electric Utilities (NEC),18678615
401,—,31-Dec-2017,US,Electric Utilities (NEC),18677197
402,HTM.A^D18,31-Dec-2017,US,Electric Utilities (NEC),18676729
403,—,31-Dec-2017,US,"—
+1",18675927
404,TERP.OQ^H20,31-Dec-2017,US,Alternative Electric Utilities,18673478
405,AT.N^E21,31-Dec-2017,CA,Electric Utilities (NEC),18658728
406,NRG.N,31-Dec-2017,US,Electric Utilities (NEC),18657444
407,—,31-Dec-2017,US,Electric Utilities (NEC),18657085
408,PNM.N,31-Dec-2017,US,Electric Utilities (NEC),18654824
409,WIPSI.PK^K15,31-Dec-2017,US,Electric Utilities (NEC),18649395
410,WELPP.PK,31-Dec-2017,US,Electric Utilities (NEC),18649341
411,WEC.N,31-Dec-2017,US,Electric Utilities (NEC),18649298
412,D.N,31-Dec-2017,US,"Electric Utilities (NEC)
+1",18643148
413,AES.N,31-Dec-2017,US,Electric Utilities (NEC),18642233
414,DPL.N^K11,31-Dec-2017,US,Electric Utilities (NEC),18642328
415,IPL.N^C01,31-Dec-2017,US,Electric Utilities (NEC),18642326
416,—,31-Dec-2017,US,Electric Utilities (NEC),18642564
417,VST.N,31-Dec-2017,US,Electric Utilities (NEC),18638635
418,—,31-Dec-2017,US,Electric Utilities (NEC),18637876
419,AZD.N^A00,31-Dec-2017,US,Electric Utilities (NEC),18634716
420,—,31-Dec-2017,US,Electric Utilities (NEC),18637869
