,0,1,2,3,4
398,WEC.N,31-Dec-2018,US,Electric Utilities (NEC),19632940
399,EGRKM.PK^K18,31-Dec-2018,US,"Electric Utilities (NEC)
+1",19632625
400,OTTR.OQ,31-Dec-2018,US,Electric Utilities (NEC),19625589
401,MGEE.OQ,31-Dec-2018,US,Electric Utilities (NEC),19625580
402,LNT.OQ,31-Dec-2018,US,Electric Utilities (NEC),19625544
403,—,31-Dec-2018,US,Electric Utilities (NEC),19625232
404,—,31-Dec-2018,US,Electric Utilities (NEC),19625207
405,—,31-Dec-2018,US,Electric Utilities (NEC),19625206
406,SPS.N^H97,31-Dec-2018,US,Electric Utilities (NEC),19625166
407,XEL.OQ,31-Dec-2018,US,Electric Utilities (NEC),19625051
408,AZD.N^A00,31-Dec-2018,US,Electric Utilities (NEC),19624026
409,EVRG.OQ,31-Dec-2018,US,Electric Utilities (NEC),19623308
410,CEDNM.PK^E12,31-Dec-2018,US,"Multiline Utilities
+1",19622803
411,—,31-Dec-2018,US,Electric Utilities (NEC),19622214
412,PSD.N^B09,31-Dec-2018,US,Electric Utilities (NEC),19621946
413,IDA.N,31-Dec-2018,US,Electric Utilities (NEC),19620555
414,—,31-Dec-2018,US,Fossil Fuel Electric Utilities,19619675
415,—,31-Dec-2018,US,Electric Utilities (NEC),19619955
416,OGE.N,31-Dec-2018,US,Electric Utilities (NEC),19619672
417,ALP_pq.N^J22,31-Dec-2018,US,"Electric Utilities (NEC)
+1",19616555
418,FE.N,31-Dec-2018,US,Electric Utilities (NEC),19615625
419,NEP.N,31-Dec-2018,US,Electric Utilities (NEC),19615524
420,TAECM.PK^L04,31-Dec-2018,US,Electric Utilities (NEC),19613299
421,ELB.N^L03,31-Dec-2018,US,Electric Utilities (NEC),19612528
422,ITC.N^J16,31-Dec-2018,US,Electric Utilities (NEC),19609930
423,—,31-Dec-2018,US,Electric Utilities (NEC),19609847
424,POR.N,31-Dec-2018,US,Electric Utilities (NEC),19608779
425,KUTLP.PK^J05,31-Dec-2018,US,"Electric Utilities (NEC)
+1",19603501
426,ALE.N,31-Dec-2018,US,Electric Utilities (NEC),19599029
427,ANTEM.PK^C11,31-Dec-2018,US,Electric Utilities (NEC),19579503
428,—,31-Dec-2018,US,Electric Utilities (NEC),19574370
429,CMS.N,31-Dec-2018,US,"Multiline Utilities
+1",19566176
430,TVC.N,30-Sep-2018,US,Electric Utilities (NEC),181185367
431,PRHL.PK,31-Dec-2017,US,Electric Utilities (NEC),181111738
432,USBL.PK,28-Feb-2018,US,Professional Sports Venues,18990940
433,FNEC.PK,31-Dec-2017,US,Wind Electric Utilities,18890473
434,BLNK.OQ,31-Dec-2017,US,Electrical Components & Equipment (NEC),18759822
435,PEGY.OQ,31-Dec-2017,US,Electric Utilities (NEC),18744040
436,VSPC.PK,31-Dec-2017,US,Biomass & Waste to Energy Electric Utilities,18729589
437,—,31-Dec-2017,US,"—
+2",18725777
438,—,31-Dec-2017,US,Fossil Fuel Electric Utilities,18725401
439,SUME.PK,31-Dec-2017,US,Electric Utilities (NEC),18723049
440,—,31-Dec-2017,US,Electric Utilities (NEC),18722385
441,FLPWP.PK^C13,31-Dec-2017,US,Electric Utilities (NEC),18722122
442,—,31-Dec-2017,US,Corporate Financial Services (NEC),18715817
443,—,31-Dec-2017,US,Electric Utilities (NEC),18715818
444,AGR.N,31-Dec-2017,US,Electric Utilities (NEC),18713321
445,—,31-Dec-2017,US,Electric Utilities (NEC),18709974
446,—,31-Dec-2017,US,Electric Utilities (NEC),18706092
447,—,31-Dec-2017,US,Electric Utilities (NEC),18706075
448,—,31-Dec-2017,US,Electric Utilities (NEC),18706072
449,—,31-Dec-2017,US,Electric Utilities (NEC),18703201
450,ORA.N,31-Dec-2017,US,Alternative Electric Utilities,18695139
451,OIGBQ.PK,31-Dec-2017,US,Electric Utilities (NEC),18688266
452,VIA.OQ,31-Dec-2017,US,Electric Utilities (NEC),18678770
453,—,31-Dec-2017,US,Electric Utilities (NEC),18678615
454,—,31-Dec-2017,US,Electric Utilities (NEC),18677197
455,HTM.A^D18,31-Dec-2017,US,Electric Utilities (NEC),18676729
456,—,31-Dec-2017,US,"—
+1",18675927
457,TERP.OQ^H20,31-Dec-2017,US,Alternative Electric Utilities,18673478
458,PSD.N^B09,31-Dec-2017,US,Electric Utilities (NEC),18659724
459,AT.N^E21,31-Dec-2017,CA,Electric Utilities (NEC),18658728
460,,,,,
461,—,31-Dec-2017,US,Electric Utilities (NEC),18657085
462,HAWLI.PK,31-Dec-2017,US,Electric Utilities (NEC),18655872
463,PNM.N,31-Dec-2017,US,Electric Utilities (NEC),18654824
464,EE.N^G20,31-Dec-2017,US,Electric Utilities (NEC),18653031
465,AEE.N,31-Dec-2017,US,"Multiline Utilities
+1",18651808
466,WIPSI.PK^K15,31-Dec-2017,US,Electric Utilities (NEC),18649395
467,WELPP.PK,31-Dec-2017,US,Electric Utilities (NEC),18649341
468,WEC.N,31-Dec-2017,US,Electric Utilities (NEC),18649298
469,SDO_ph.A^J13,31-Dec-2017,US,"Electric Utilities (NEC)
+2",18644971
470,D.N,31-Dec-2017,US,"Electric Utilities (NEC)
+1",18643148
471,AES.N,31-Dec-2017,US,Electric Utilities (NEC),18642233
472,DPL.N^K11,31-Dec-2017,US,Electric Utilities (NEC),18642328
473,IPL.N^C01,31-Dec-2017,US,Electric Utilities (NEC),18642326
474,—,31-Dec-2017,US,Electric Utilities (NEC),18642564
475,EGRKM.PK^K18,31-Dec-2017,US,"Electric Utilities (NEC)
+1",18638777
476,VST.N,31-Dec-2017,US,Electric Utilities (NEC),18638635
477,—,31-Dec-2017,US,Electric Utilities (NEC),18638091
478,—,31-Dec-2017,US,Electric Utilities (NEC),18637871
479,CNLPL.PK,31-Dec-2017,US,Electric Utilities (NEC),18637881
480,,,,,
481,AZD.N^A00,31-Dec-2017,US,Electric Utilities (NEC),18634716
482,—,31-Dec-2017,US,Electric Utilities (NEC),18637869
483,SPS.N^H97,31-Dec-2017,US,Electric Utilities (NEC),18637863
484,XEL.OQ,31-Dec-2017,US,Electric Utilities (NEC),18637231
485,LNT.OQ,31-Dec-2017,US,Electric Utilities (NEC),18636491
486,MGEE.OQ,31-Dec-2017,US,Electric Utilities (NEC),18635950
487,AZD.N^A00,31-Dec-2017,US,Electric Utilities (NEC),18634715
488,—,31-Dec-2017,US,Electric Utilities (NEC),18634541
489,—,31-Dec-2017,US,Electric Utilities (NEC),18633841
490,SCG_p.N^L09,31-Dec-2017,US,Electric Utilities (NEC),18633878
491,EIX.N,31-Dec-2017,US,Electric Utilities (NEC),18632634
492,KUTLP.PK^J05,31-Dec-2017,US,"Electric Utilities (NEC)
+1",18631688
493,IDA.N,31-Dec-2017,US,Electric Utilities (NEC),18630941
494,HSLPP.PK^H09,31-Dec-2017,US,Electric Utilities (NEC),18630499
495,OGE.N,31-Dec-2017,US,Electric Utilities (NEC),18629809
496,—,31-Dec-2017,US,Fossil Fuel Electric Utilities,18629779
497,—,31-Dec-2017,US,Electric Utilities (NEC),18629335
498,WREGH.PK^F02,31-Dec-2017,US,Electric Utilities (NEC),18629357
499,—,31-Dec-2017,US,"Electric Utilities (NEC)
+2",18628798
500,,,,,
501,NEP.N,31-Dec-2017,US,Electric Utilities (NEC),18627230
502,ALP_pq.N^J22,31-Dec-2017,US,"Electric Utilities (NEC)
+1",18626875
503,FE.N,31-Dec-2017,US,Electric Utilities (NEC),18625431
504,OTTR.OQ,31-Dec-2017,US,Electric Utilities (NEC),18623959
505,CPN.N^C18,31-Dec-2017,US,Electric Utilities (NEC),18622232
506,ELB.N^L03,31-Dec-2017,US,Electric Utilities (NEC),18621070
507,—,31-Dec-2017,US,Electric Utilities (NEC),18620047
508,POR.N,31-Dec-2017,US,Electric Utilities (NEC),18619335
509,CEDNM.PK^E12,31-Dec-2017,US,"Multiline Utilities
+1",18618589
510,ITC.N^J16,31-Dec-2017,US,Electric Utilities (NEC),18616508
511,—,31-Dec-2017,US,Electric Utilities (NEC),18616137
512,ALE.N,31-Dec-2017,US,Electric Utilities (NEC),18615650
513,CMS.N,31-Dec-2017,US,"Multiline Utilities
+1",18608389
514,TAECM.PK^L04,31-Dec-2017,US,Electric Utilities (NEC),18593398
515,PCG.N,31-Dec-2017,US,Electric Utilities (NEC),18590598
516,ANTEM.PK^C11,31-Dec-2017,US,Electric Utilities (NEC),18588101
517,CAFD.OQ^F18,30-Nov-2017,US,Solar Electric Utilities,18575294
518,BFYW.PK,31-Aug-2017,US,Wind Systems & Equipment,171255944
519,TVC.N,30-Sep-2017,US,Electric Utilities (NEC),171203222
520,,,,,
521,,,,,
522,PSPW.PK,31-Mar-2017,US,Alternative Electric Utilities,17966187
523,GLBL.OQ^L17,31-Dec-2016,US,Alternative Electric Utilities,17912215
524,FNEC.PK,31-Dec-2016,US,Wind Electric Utilities,17863339
525,—,31-Dec-2016,US,Electric Utilities (NEC),17795187
526,BLNK.OQ,31-Dec-2016,US,Electrical Components & Equipment (NEC),17762714
527,BVWN.PK^G17,31-Dec-2016,US,Electric Utilities (NEC),17759295
528,CHJI.PK,31-Dec-2016,US,Shell Companies,17731108
529,PRHL.PK,31-Dec-2016,US,Electric Utilities (NEC),17730954
530,VSPC.PK,31-Dec-2016,US,Biomass & Waste to Energy Electric Utilities,17730597
531,PEGY.OQ,31-Dec-2016,US,Electric Utilities (NEC),17729825
532,—,31-Dec-2016,US,"—
+2",17729657
533,FLPWP.PK^C13,31-Dec-2016,US,Electric Utilities (NEC),17729326
534,AIOM.PK,31-Dec-2016,US,Leisure & Recreation (NEC),17729285
535,SUME.PK,31-Dec-2016,US,Electric Utilities (NEC),17726608
536,—,31-Dec-2016,US,Electric Utilities (NEC),17726374
537,—,31-Dec-2016,US,Electric Utilities (NEC),17721982
538,—,31-Dec-2016,US,Electric Utilities (NEC),17721972
539,—,31-Dec-2016,US,Electric Utilities (NEC),17721965
540,—,31-Dec-2016,US,Electric Utilities (NEC),17714814
541,—,31-Dec-2016,US,Electric Utilities (NEC),17713987
542,OIGBQ.PK,31-Dec-2016,US,Electric Utilities (NEC),17686843
543,AGR.N,31-Dec-2016,US,Electric Utilities (NEC),17683158
544,—,31-Dec-2016,US,Electric Utilities (NEC),17680967
545,HTM.A^D18,31-Dec-2016,US,Electric Utilities (NEC),17678999
546,—,31-Dec-2016,US,Electric Utilities (NEC),17677783
547,—,31-Dec-2016,US,"—
+1",17677681
548,—,31-Dec-2016,US,Electric Utilities (NEC),17676268
549,VIA.OQ,31-Dec-2016,US,Electric Utilities (NEC),17660803
550,PSD.N^B09,31-Dec-2016,US,Electric Utilities (NEC),17660636
551,AT.N^E21,31-Dec-2016,CA,Electric Utilities (NEC),17659893
552,ORA.N,31-Dec-2016,US,Alternative Electric Utilities,17653082
553,—,31-Dec-2016,US,Electric Utilities (NEC),17650667
554,AEP.OQ,31-Dec-2016,US,Electric Utilities (NEC),17644005
555,—,31-Dec-2016,US,Electric Utilities (NEC),17646307
556,WEC.N,31-Dec-2016,US,Electric Utilities (NEC),17646076
557,WELPP.PK,31-Dec-2016,US,Electric Utilities (NEC),17646142
558,WIPSI.PK^K15,31-Dec-2016,US,Electric Utilities (NEC),17646205
559,SDO_ph.A^J13,31-Dec-2016,US,"Electric Utilities (NEC)
+2",17647026
560,PNM.N,31-Dec-2016,US,Electric Utilities (NEC),17648577
561,NRG.N,31-Dec-2016,US,Electric Utilities (NEC),17648746
562,—,31-Dec-2016,US,Fossil Fuel Electric Utilities,17648331
563,AEE.N,31-Dec-2016,US,"Multiline Utilities
+1",17645350
564,D.N,31-Dec-2016,US,"Electric Utilities (NEC)
+1",17644781
565,HSLPP.PK^H09,31-Dec-2016,US,Electric Utilities (NEC),17644622
566,AEP.OQ,31-Dec-2016,US,Electric Utilities (NEC),17644004
567,—,31-Dec-2016,US,Electric Utilities (NEC),17638838
568,AES.N,31-Dec-2016,US,Electric Utilities (NEC),17638773
569,DPL.N^K11,31-Dec-2016,US,Electric Utilities (NEC),17638835
570,IPL.N^C01,31-Dec-2016,US,Electric Utilities (NEC),17638823
571,AZD.N^A00,31-Dec-2016,US,Electric Utilities (NEC),17634857
572,SCG_p.N^L09,31-Dec-2016,US,Electric Utilities (NEC),17638396
573,EE.N^G20,31-Dec-2016,US,Electric Utilities (NEC),17638386
574,—,31-Dec-2016,US,"Electric Utilities (NEC)
+1",17637685
575,HAWLI.PK,31-Dec-2016,US,Electric Utilities (NEC),17637259
576,—,31-Dec-2016,US,Electric Utilities (NEC),17636620
577,—,31-Dec-2016,US,Electric Utilities (NEC),17636627
578,—,31-Dec-2016,US,Electric Utilities (NEC),17636623
579,SPS.N^H97,31-Dec-2016,US,Electric Utilities (NEC),17636599
580,,,,,
581,—,31-Dec-2016,US,Electric Utilities (NEC),17636627
582,—,31-Dec-2016,US,Electric Utilities (NEC),17636623
583,SPS.N^H97,31-Dec-2016,US,Electric Utilities (NEC),17636599
584,XEL.OQ,31-Dec-2016,US,Electric Utilities (NEC),17636569
585,LNT.OQ,31-Dec-2016,US,Electric Utilities (NEC),17636404
586,EAI.N,31-Dec-2016,US,"Electric Utilities (NEC)
+1",17636009
587,MGEE.OQ,31-Dec-2016,US,Electric Utilities (NEC),17635446
588,AZD.N^A00,31-Dec-2016,US,Electric Utilities (NEC),17634857
589,—,31-Dec-2016,US,Electric Utilities (NEC),17633465
590,NEP.N,31-Dec-2016,US,Electric Utilities (NEC),17632429
591,ELB.N^L03,31-Dec-2016,US,Electric Utilities (NEC),17632371
592,CNLPL.PK,31-Dec-2016,US,Electric Utilities (NEC),17630365
593,OGE.N,31-Dec-2016,US,Electric Utilities (NEC),17629800
594,—,31-Dec-2016,US,Fossil Fuel Electric Utilities,17629823
595,IDA.N,31-Dec-2016,US,Electric Utilities (NEC),17630799
596,WREGH.PK^F02,31-Dec-2016,US,Electric Utilities (NEC),17629214
597,CNL.N^D16,31-Dec-2016,US,Electric Utilities (NEC),17628843
598,OTTR.OQ,31-Dec-2016,US,Electric Utilities (NEC),17627566
599,ALP_pq.N^J22,31-Dec-2016,US,"Electric Utilities (NEC)
+1",17626918
600,KUTLP.PK^J05,31-Dec-2016,US,"Electric Utilities (NEC)
+1",17620357
601,POR.N,31-Dec-2016,US,Electric Utilities (NEC),17619275
602,CEDNM.PK^E12,31-Dec-2016,US,"Multiline Utilities
+1",17618515
603,PCG.N,31-Dec-2016,US,Electric Utilities (NEC),17617845
604,ITC.N^J16,31-Dec-2016,US,Electric Utilities (NEC),17616584
605,—,31-Dec-2016,US,Electric Utilities (NEC),17616498
606,ALE.N,31-Dec-2016,US,Electric Utilities (NEC),17612837
607,ANTEM.PK^C11,31-Dec-2016,US,Electric Utilities (NEC),17596878
608,TAECM.PK^L04,31-Dec-2016,US,Electric Utilities (NEC),17595194
609,CPN.N^C18,31-Dec-2016,US,Electric Utilities (NEC),17589245
610,—,31-Dec-2016,US,Electric Utilities (NEC),17586894
611,CMS.N,31-Dec-2016,US,"Multiline Utilities
+1",17577483
612,CAFD.OQ^F18,30-Nov-2016,US,Solar Electric Utilities,17550647
613,GLBL.OQ^L17,31-Dec-2015,US,Alternative Electric Utilities,162062608
614,TERP.OQ^H20,31-Dec-2015,US,Alternative Electric Utilities,162032609
615,BFYW.PK,31-Aug-2016,US,Wind Systems & Equipment,162010940
616,TVC.N,30-Sep-2016,US,Electric Utilities (NEC),161996863
617,BLNK.OQ,31-Dec-2015,US,Electrical Components & Equipment (NEC),161795181
618,PSPW.PK,31-Mar-2016,US,Alternative Electric Utilities,161766820
619,BFLS.PK^G19,31-Dec-2015,US,Biomass & Waste to Energy Electric Utilities,161581392
620,—,31-Dec-2015,US,Electric Utilities (NEC),161573793
621,VSPC.PK,31-Dec-2015,US,Biomass & Waste to Energy Electric Utilities,161572311
622,PRHL.PK,31-Dec-2015,US,Electric Utilities (NEC),161571619
623,PSWW.PK,31-Dec-2015,US,Electric Utilities (NEC),161571025
624,CHJI.PK,31-Dec-2015,US,Shell Companies,161570752
625,USBL.PK,29-Feb-2016,US,Professional Sports Venues,161560079
626,AGR.N,31-Dec-2015,US,Electric Utilities (NEC),161546781
627,EUSP.PK,31-Dec-2015,US,Electric Utilities (NEC),161540600
628,—,31-Dec-2015,US,Electric Utilities (NEC),161540814
629,—,31-Dec-2015,US,Corporate Financial Services (NEC),161540774
630,—,31-Dec-2015,US,Electric Utilities (NEC),161539977
631,SUME.PK,31-Dec-2015,US,Electric Utilities (NEC),161538188
632,—,31-Dec-2015,US,Electric Utilities (NEC),161536046
633,—,31-Dec-2015,US,Electric Utilities (NEC),161536013
634,—,31-Dec-2015,US,Electric Utilities (NEC),161535963
635,—,31-Dec-2015,US,"—
+2",161535200
636,FNEC.PK,31-Dec-2015,US,Wind Electric Utilities,161534290
637,—,31-Dec-2015,US,Electric Utilities (NEC),161533326
638,—,31-Dec-2015,US,Electric Utilities (NEC),161526455
639,VIA.OQ,31-Dec-2015,US,Electric Utilities (NEC),161526097
640,BVWN.PK^G17,31-Dec-2015,US,Electric Utilities (NEC),161506691
641,OIGBQ.PK,31-Dec-2015,US,Electric Utilities (NEC),161504745
642,—,31-Dec-2015,US,Electric Utilities (NEC),161503049
643,PEGY.OQ,31-Dec-2015,US,Electric Utilities (NEC),161501772
644,HTM.A^D18,31-Dec-2015,US,Electric Utilities (NEC),161498371
645,—,31-Dec-2015,US,—,161497739
646,—,31-Dec-2015,US,Electric Utilities (NEC),161497502
647,AT.N^E21,31-Dec-2015,CA,Electric Utilities (NEC),161489245
648,TXHCO.PK^J05,31-Dec-2015,US,Electric Utilities (NEC),161470750
649,—,31-Dec-2015,US,Electric Utilities (NEC),161470752
650,—,31-Dec-2015,US,Electric Utilities (NEC),161470784
651,—,31-Dec-2015,US,Electric Utilities (NEC),161466438
652,NRG.N,31-Dec-2015,US,Electric Utilities (NEC),161466429
653,—,31-Dec-2015,US,Fossil Fuel Electric Utilities,161466263
654,OTTR.OQ,31-Dec-2015,US,Electric Utilities (NEC),161465835
655,EE.N^G20,31-Dec-2015,US,Electric Utilities (NEC),161464747
656,TLN^L16,31-Dec-2015,US,"Independent Power Producers (NEC)
+1",161464512
657,PNM.N,31-Dec-2015,US,Electric Utilities (NEC),161463948
658,—,31-Dec-2015,US,Electric Utilities (NEC),161463908
659,PSD.N^B09,31-Dec-2015,US,Electric Utilities (NEC),161464318
660,,,,,
661,OGE.N,31-Dec-2015,US,Electric Utilities (NEC),161458029
662,AEE.N,31-Dec-2015,US,"Multiline Utilities
+1",161463825
663,CNLPL.PK,31-Dec-2015,US,Electric Utilities (NEC),161463500
664,CNL.N^D16,31-Dec-2015,US,Electric Utilities (NEC),161462210
665,ALP_pq.N^J22,31-Dec-2015,US,Electric Utilities (NEC),161461307
666,WIPSI.PK^K15,31-Dec-2015,US,Electric Utilities (NEC),161461080
667,WELPP.PK,31-Dec-2015,US,Electric Utilities (NEC),161461037
668,WEC.N,31-Dec-2015,US,Electric Utilities (NEC),161461005
669,ORA.N,31-Dec-2015,US,Alternative Electric Utilities,161460943
670,TE.N^G16,31-Dec-2015,US,Electric Utilities (NEC),161460291
671,SDO_ph.A^J13,31-Dec-2015,US,"Electric Utilities (NEC)
+2",161460233
672,SCG_p.N^L09,31-Dec-2015,US,Electric Utilities (NEC),161460072
673,D.N,31-Dec-2015,US,"Electric Utilities (NEC)
+1",161459976
674,—,31-Dec-2015,US,Fossil Fuel Electric Utilities,161458034
675,OGE.N,31-Dec-2015,US,Electric Utilities (NEC),161458029
676,EDE.N^A17,31-Dec-2015,US,Electric Utilities (NEC),161457919
677,HSLPP.PK^H09,31-Dec-2015,US,Electric Utilities (NEC),161457883
678,—,31-Dec-2015,US,Electric Utilities (NEC),161457547
679,—,31-Dec-2015,US,Electric Utilities (NEC),161457516
680,,,,+1,
681,—,31-Dec-2015,US,"Electric Utilities (NEC)
+1",161456804
682,MGEE.OQ,31-Dec-2015,US,Electric Utilities (NEC),161455589
683,ITC.N^J16,31-Dec-2015,US,Electric Utilities (NEC),161455014
684,AEP.OQ,31-Dec-2015,US,Electric Utilities (NEC),161449823
685,—,31-Dec-2015,US,Electric Utilities (NEC),161452811
686,WREGH.PK^F02,31-Dec-2015,US,Electric Utilities (NEC),161452790
687,LNT.OQ,31-Dec-2015,US,Electric Utilities (NEC),161451817
688,AES.N,31-Dec-2015,US,Electric Utilities (NEC),161449925
689,DPL.N^K11,31-Dec-2015,US,Electric Utilities (NEC),161449958
690,IPL.N^C01,31-Dec-2015,US,Electric Utilities (NEC),161449960
691,HAWLI.PK,31-Dec-2015,US,Electric Utilities (NEC),161449144
692,EIX.N,31-Dec-2015,US,Electric Utilities (NEC),161448367
693,ALE.N,31-Dec-2015,US,Electric Utilities (NEC),161445842
694,—,31-Dec-2015,US,Electric Utilities (NEC),161444809
695,SPS.N^H97,31-Dec-2015,US,Electric Utilities (NEC),161444808
696,—,31-Dec-2015,US,Electric Utilities (NEC),161444794
697,—,31-Dec-2015,US,Electric Utilities (NEC),161444798
698,ELB.N^L03,31-Dec-2015,US,Electric Utilities (NEC),161442963
699,NEP.N,31-Dec-2015,US,Electric Utilities (NEC),161442942
700,,,,+1,
701,XEL.OQ,31-Dec-2015,US,Electric Utilities (NEC),161441616
702,AZD.N^A00,31-Dec-2015,US,Electric Utilities (NEC),161440277
703,ANTEM.PK^C11,31-Dec-2015,US,Electric Utilities (NEC),161439234
704,CEDNM.PK^E12,31-Dec-2015,US,"Multiline Utilities
+1",161438649
705,PCG.N,31-Dec-2015,US,Electric Utilities (NEC),161437335
706,—,31-Dec-2015,US,Electric Utilities (NEC),161436866
707,IDA.N,31-Dec-2015,US,Electric Utilities (NEC),161436050
708,FE.N,31-Dec-2015,US,Electric Utilities (NEC),161429865
709,POR.N,31-Dec-2015,US,Electric Utilities (NEC),161413602
710,CPN.N^C18,31-Dec-2015,US,Electric Utilities (NEC),161413686
711,CMS.N,31-Dec-2015,US,"Multiline Utilities
+1",161408409
712,BGLEN.PK^I16,31-Dec-2015,US,Electric Utilities (NEC),161406193
713,—,31-Dec-2015,US,Electric Utilities (NEC),161405524
714,AIOM.PK,30-Sep-2015,US,Leisure & Recreation (NEC),161350714
715,BLNK.OQ,31-Dec-2014,US,Electrical Components & Equipment (NEC),151273975
716,BFYW.PK,31-Aug-2015,US,Wind Systems & Equipment,151259766
717,TVC.N,30-Sep-2015,US,Electric Utilities (NEC),151245946
718,FNEC.PK,31-Dec-2014,US,Wind Electric Utilities,151226931
719,EVUS.PK^C22,30-Jun-2015,US,Power Charging Stations,151203151
720,,,,,
721,,,,,
722,BFLS.PK^G19,31-Dec-2014,US,Biomass & Waste to Energy Electric Utilities,15825471
723,SPCL.PK^K18,31-Dec-2014,US,"Auto, Truck & Motorcycle Parts (NEC)",15781576
724,PRHL.PK,31-Dec-2014,US,Electric Utilities (NEC),15772652
725,VSPC.PK,31-Dec-2014,US,Biomass & Waste to Energy Electric Utilities,15770035
726,—,31-Dec-2014,US,Electric Utilities (NEC),15739653
727,—,31-Dec-2014,US,Electric Utilities (NEC),15739757
728,TXHCO.PK^J05,31-Dec-2014,US,Electric Utilities (NEC),15739690
729,—,31-Dec-2014,US,"—
+2",15739280
730,EUSP.PK,31-Dec-2014,US,Electric Utilities (NEC),15738944
731,—,31-Dec-2014,US,Electric Utilities (NEC),15738426
732,—,31-Dec-2014,US,Corporate Financial Services (NEC),15738415
733,SUME.PK,31-Dec-2014,US,Electric Utilities (NEC),15737444
734,—,31-Dec-2014,US,Electric Utilities (NEC),15733642
735,BVWN.PK^G17,31-Dec-2014,US,Electric Utilities (NEC),15733635
736,—,31-Dec-2014,US,Electric Utilities (NEC),15733049
737,CHJI.PK,31-Dec-2014,US,Shell Companies,15732902
738,—,31-Dec-2014,US,Electric Utilities (NEC),15730976
739,—,31-Dec-2014,US,Electric Utilities (NEC),15730800
740,—,31-Dec-2014,US,Electric Utilities (NEC),15716237
741,—,31-Dec-2014,US,Electric Utilities (NEC),15716220
742,—,31-Dec-2014,US,"—
+1",15712126
743,PSWW.PK,31-Dec-2014,US,Electric Utilities (NEC),15705956
744,HTM.A^D18,31-Dec-2014,US,Electric Utilities (NEC),15703723
745,OIGBQ.PK,31-Dec-2014,US,Electric Utilities (NEC),15702833
746,TERP.OQ^H20,31-Dec-2014,US,Alternative Electric Utilities,15697642
747,PEGY.OQ,31-Dec-2014,US,Electric Utilities (NEC),15695770
748,HSLPP.PK^H09,31-Dec-2014,US,Electric Utilities (NEC),15684852
749,ALP_pq.N^J22,31-Dec-2014,US,Electric Utilities (NEC),15662870
750,WIPSI.PK^K15,31-Dec-2014,US,Electric Utilities (NEC),15664054
751,AEE.N,31-Dec-2014,US,"Multiline Utilities
+1",15663854
752,OTTR.OQ,31-Dec-2014,US,Electric Utilities (NEC),15663019
753,ALP_pq.N^J22,31-Dec-2014,US,Electric Utilities (NEC),15662873
754,—,31-Dec-2014,US,"Electric Utilities (NEC)
+1",15661519
755,—,31-Dec-2014,US,Electric Utilities (NEC),15661180
756,PSD.N^B09,31-Dec-2014,US,Electric Utilities (NEC),15661950
757,—,31-Dec-2014,US,Electric Utilities (NEC),15661080
758,SIPFO.PK^F06,31-Dec-2014,US,Electric Utilities (NEC),15661148
759,PPWLO.PK,31-Dec-2014,US,Electric Utilities (NEC),15661113
760,—,31-Dec-2014,US,Electric Utilities (NEC),15661128
761,NRG.N,31-Dec-2014,US,Electric Utilities (NEC),15660164
762,—,31-Dec-2014,US,Fossil Fuel Electric Utilities,15660498
763,CNL.N^D16,31-Dec-2014,US,Electric Utilities (NEC),15659329
764,EE.N^G20,31-Dec-2014,US,Electric Utilities (NEC),15658525
765,PNM.N,31-Dec-2014,US,Electric Utilities (NEC),15658459
766,SCG_p.N^L09,31-Dec-2014,US,Electric Utilities (NEC),15657440
767,—,31-Dec-2014,US,Electric Utilities (NEC),15655484
768,D.N,31-Dec-2014,US,"Electric Utilities (NEC)
+1",15655414
769,WELPP.PK,31-Dec-2014,US,Electric Utilities (NEC),15655365
770,WEC.N,31-Dec-2014,US,Electric Utilities (NEC),15655285
771,TE.N^G16,31-Dec-2014,US,Electric Utilities (NEC),15655241
772,—,31-Dec-2014,US,Electric Utilities (NEC),15654715
773,ANTEM.PK^C11,31-Dec-2014,US,Electric Utilities (NEC),15654325
774,ORA.N,31-Dec-2014,US,Alternative Electric Utilities,15653974
775,HAWLI.PK,31-Dec-2014,US,Electric Utilities (NEC),15653926
776,ITC.N^J16,31-Dec-2014,US,Electric Utilities (NEC),15653797
777,AT.N^E21,31-Dec-2014,CA,Electric Utilities (NEC),15653692
778,EAI.N,31-Dec-2014,US,"Electric Utilities (NEC)
+1",15652393
779,SDO_ph.A^J13,31-Dec-2014,US,"Electric Utilities (NEC)
+2",15652738
780,,,,,
781,AT.N^E21,31-Dec-2014,CA,Electric Utilities (NEC),15653692
782,EAI.N,31-Dec-2014,US,"Electric Utilities (NEC)
+1",15652393
783,SDO_ph.A^J13,31-Dec-2014,US,"Electric Utilities (NEC)
+2",15652738
784,—,31-Dec-2014,US,Electric Utilities (NEC),15652335
785,MGEE.OQ,31-Dec-2014,US,Electric Utilities (NEC),15651227
786,—,31-Dec-2014,US,Fossil Fuel Electric Utilities,15650328
787,OGE.N,31-Dec-2014,US,Electric Utilities (NEC),15650320
788,UIL.N^L15,31-Dec-2014,US,Electric Utilities (NEC),15650094
789,AES.N,31-Dec-2014,US,Electric Utilities (NEC),15649491
790,DPL.N^K11,31-Dec-2014,US,Electric Utilities (NEC),15649528
791,IPL.N^C01,31-Dec-2014,US,Electric Utilities (NEC),15649522
792,CNLPL.PK,31-Dec-2014,US,Electric Utilities (NEC),15649044
793,WREGH.PK^F02,31-Dec-2014,US,Electric Utilities (NEC),15648782
