,0,1,2,3,4
0,CPN.N^C18,31-Dec-2001,US,Electric Utilities (NEC),02595115
1,OTTR.OQ,31-Dec-2001,US,Electric Utilities (NEC),02590751
2,D.N,31-Dec-2001,US,Electric Utilities (NEC),02572477
3,PCG.N,31-Dec-2000,US,Electric Utilities (NEC),01603808
4,—,31-Dec-2000,US,Shell Companies,01602011
5,BGLEN.PK^I16,31-Dec-2000,US,"Electric Utilities (NEC)
+1",01585826
6,—,31-Dec-2000,PH,Electric Utilities (NEC),01584994
