,nake_name,version,Seq_Length,no_valid_file,length,model_i0_index,model_i1_index,model_i2_index,model_i3_index,model_i4_index,model_i5_index,model_i6_index,model_i7_index,model_i8_index,model_i9_index,model_i10_index,model_i11_index,model_i12_index
18,NittoAnnualReport/Sumitomo_chem_2008.pdf,0.1.1,60,False,23601,0.012412697076797485,0.04663670435547829,0.028849566355347633,0.05633962154388428,0.07868926227092743,0.01810874231159687,0.08494846522808075,0.009860784746706486,0.035673655569553375,0.17619648575782776,0.02228868007659912,0.03677302226424217,0.0005294809816405177
19,NittoAnnualReport/Sumitomo_chem_2009.pdf,0.1.1,60,False,26451,0.012494554743170738,0.03966299071907997,0.03127963840961456,0.04723703861236572,0.0818711668252945,0.01942117139697075,0.07965978980064392,0.011250629089772701,0.03706072270870209,0.15941670536994934,0.018926218152046204,0.03850819543004036,0.0004328412760514766
20,NittoAnnualReport/Sumitomo_chem_2010.pdf,0.1.1,60,False,28208,0.010975511744618416,0.036849647760391235,0.02418094128370285,0.03628810867667198,0.06213633716106415,0.01608881913125515,0.08210384100675583,0.010559428483247757,0.03752177208662033,0.1752168983221054,0.02579437755048275,0.03808170184493065,0.0002012376644415781
21,NittoAnnualReport/Sumitomo_chem_2011.pdf,0.1.1,60,False,33497,0.018315821886062622,0.04130535200238228,0.02501758560538292,0.05096994712948799,0.07287329435348511,0.025206927210092545,0.09081154316663742,0.01683334819972515,0.041381992399692535,0.14163906872272491,0.03562464937567711,0.0370771586894989,0.005277169402688742
22,NittoAnnualReport/Sumitomo_chem_2012.pdf,0.1.1,60,False,34195,0.018945440649986267,0.040284786373376846,0.027488619089126587,0.04408692196011543,0.06928791850805283,0.02281695045530796,0.09332824498414993,0.016182662919163704,0.047220099717378616,0.12676703929901123,0.03442652150988579,0.0320427268743515,0.005171407014131546
23,NittoAnnualReport/Sumitomo_chem_2013.pdf,0.1.1,60,False,35611,0.017176609486341476,0.03408173844218254,0.03170459344983101,0.03603450953960419,0.06045292317867279,0.026565387845039368,0.10086964070796967,0.017213473096489906,0.0584610290825367,0.12897829711437225,0.03577554598450661,0.03014879673719406,0.00015303461987059563
24,NittoAnnualReport/Sumitomo_chem_2014.pdf,0.1.1,60,False,35628,0.02261420339345932,0.03379538655281067,0.025467975065112114,0.03843646124005318,0.05752724036574364,0.034955207258462906,0.09989500045776367,0.020200679078698158,0.05583838000893593,0.12525224685668945,0.042732998728752136,0.02919156849384308,0.00027021297137252986
25,NittoAnnualReport/Sumitomo_chem_2015.pdf,0.1.1,60,False,34917,0.013200758025050163,0.04327903687953949,0.028338728472590446,0.034892257302999496,0.05307135730981827,0.03360395506024361,0.09755844622850418,0.022351214662194252,0.057359613478183746,0.11573981493711472,0.044135697185993195,0.03280187398195267,0.0002526541647966951
26,NittoAnnualReport/Sumitomo_chem_2016.pdf,0.1.1,60,False,26432,0.02153800241649151,0.04712890088558197,0.028654031455516815,0.053889259696006775,0.061992187052965164,0.04823150858283043,0.14366307854652405,0.02961752377450466,0.07610870897769928,0.07418499141931534,0.058636199682950974,0.04011767357587814,0.0005401395028457046
27,NittoAnnualReport/Sumitomo_chem_2017.pdf,0.1.1,60,False,26554,0.014112189412117004,0.04716949164867401,0.05565891042351723,0.05066137760877609,0.04228128865361214,0.051511701196432114,0.1407517045736313,0.031230228021740913,0.0721684917807579,0.09352673590183258,0.06635867804288864,0.03444232419133186,0.0006730338791385293
28,NittoAnnualReport/Sumitomo_chem_2018.pdf,0.1.1,60,False,30278,0.01618782989680767,0.04139875993132591,0.04749717190861702,0.04506126791238785,0.04626781493425369,0.060769643634557724,0.15373125672340393,0.050877105444669724,0.06654754281044006,0.07171233743429184,0.06822721660137177,0.040781471878290176,0.0006672494928352535
29,NittoAnnualReport/Sumitomo_chem_2019.pdf,0.1.1,60,False,33885,0.017697365954518318,0.03929585590958595,0.07172444462776184,0.046784427016973495,0.0394488088786602,0.05729372799396515,0.15312106907367706,0.07203973829746246,0.07210945338010788,0.05525576323270798,0.0654488131403923,0.037327997386455536,0.0007122099050320685
30,NittoAnnualReport/Sumitomo_chem_2020.pdf,0.1.1,60,False,37732,0.016439741477370262,0.04932621866464615,0.08005162328481674,0.048296574503183365,0.043930765241384506,0.059343867003917694,0.14291079342365265,0.07614542543888092,0.06533965468406677,0.05791720747947693,0.06770989298820496,0.036854326725006104,0.0004540618974715471
31,NittoAnnualReport/Sumitomo_chem_2021.pdf,0.1.1,60,False,41439,0.01455639023333788,0.051635269075632095,0.11358236521482468,0.0479675717651844,0.04337918758392334,0.051830049604177475,0.1364307403564453,0.054434411227703094,0.0686158612370491,0.061965957283973694,0.06504872441291809,0.03954979032278061,0.0002843200054485351
32,NittoAnnualReport/Sumitomo_chem_2022.pdf,0.1.1,60,False,54317,0.016319705173373222,0.0572185218334198,0.10869448632001877,0.05979451537132263,0.03766811639070511,0.061750199645757675,0.15212422609329224,0.06379494071006775,0.06402278691530228,0.04903603345155716,0.0682229995727539,0.03872855007648468,0.0002330448041902855
